,n_voters,n_cands,n_issues,voters_p,cands_p,app_k,app_thresh,election_rules,n_reps,default_style,delegation_style,best_k,n_delegators,mean,variance,skew,kurtosis
22,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,0,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
23,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,10,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
24,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,20,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
25,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,30,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
26,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,40,0.6041400000000001,0.0009905104000000001,-0.08703156224719685,0.4613414491277097
27,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,50,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
28,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,60,0.60414,0.0009932604000000003,-0.09013338844564048,0.4363616116792226
29,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,70,0.6040849999999999,0.001000037775,-0.07331341930694261,0.4124140923401205
30,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,80,0.60403,0.0010024091000000004,-0.07079492132921762,0.39926311813888127
31,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,90,0.604195,0.0009985769750000002,-0.08108906887600599,0.42135620696052944
32,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,5,100,0.6041400000000001,0.0009883104000000002,-0.09122243245299927,0.46565320645905217
33,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,0,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
34,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,10,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
35,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,20,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
